72.8388,0,0,0,0,0,0,2.9,0.2,2,8.7,10.2
145.1007,0,0,0,0,0,0,2.5,0.9,1,9.5,12.3
129.9114,0,0,0,0,0,0,2,0.3,1,7.6,14.3
113.2398,0,0,0,0,0,0,1.8,0.4,1,6.7,15.6
75.3831,0,0,0,0,0,0,2.8,0.8,2,6.3,17.5
4.0995,0,0,0,0,0,0,1.5,0.5,3,5.9,19.1
99.3348,0,0,0,0,0,0,2.2,1,2,7.4,20.1
100.6938,0,0,0,0,0,0,2.4,0.7,2,9.9,22.9
93.3912,0,0,0,0,0,0,1.9,0.6,1,8.2,23.6
3.8925,0,0,0,0,0,0,1.4,0.2,3,8.9,25.1
2.2626,0,0,0,0,0,0,1,0.7,3,5.7,27.1
8.2413,0,0,0,0,0,0,1.2,0.4,3,5.1,29.3
118.917,95.4501827305317,0.0162904722534426,0.0149255270726021,0.0013649451808404,0,-0.129198719738431,2.73917979413622,0.689772484246872,1,8.94234077803446,17.3818816645305136.954,95.4501827305317,0.0191146892131809,0.0177497440323405,0.0013649451808404,0,-0.129198719738431,1.84274448532259,0.861720147079111,1,9.59516414852258,12.765317102316860.82,95.4501827305317,0.0035968485703117,0.0058287519597829,0.0013649451808404,0,-0.129198719738431,1.70164095676304,0.168615714485409,2,7.67802080523607,15.0677383640629124,95.4501827305317,0.0170863637435102,0.0157214185626698,0.0013649451808404,0,-0.129198719738431,1.79980391936204,0.730621950963478,1,9.14623207448416,10.3586030101941142.018,95.4501827305317,0.0199076057006298,0.0185426605197893,0.0013649451808404,0,-0.129198719738431,2.17492866531139,0.809557304227352,1,9.83240521023986,10.56794193811820.149,95.4501827305317,-0.0007687041791661,-0.0036710577183389,0.0013649451808404,0,-0.129198719738431,2.89111215072023,0.71302614341308,3,9.82789535650818,24.3551022603838127.159,95.4501827305317,0.0175809970736546,0.0162160518928141,0.0013649451808404,0,-0.129198719738431,2.35358395248553,0.999999999372172,1,9.66559832525143,10.0000000530766